[01Dec2024 04:17:11.623] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[01Dec2024 04:17:11.631] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[01Dec2024 04:17:20.204] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[01Dec2024 04:17:20.283] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/MSX_DDL/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[01Dec2024 04:17:20.767] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/MSX_DDL/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[01Dec2024 04:17:20.768] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/MSX_DDL/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[01Dec2024 04:17:20.770] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/MSX_DDL/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[01Dec2024 04:17:20.771] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/MSX_DDL/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[01Dec2024 04:17:21.040] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[01Dec2024 04:17:21.042] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 5 dependencies adding them to mods collection
[01Dec2024 04:17:24.802] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[01Dec2024 04:17:25.042] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments []
[01Dec2024 04:17:26.972] [main/ERROR] [net.minecraftforge.fml.loading.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/gui/screens/Screen for invalid dist DEDICATED_SERVER
[01Dec2024 04:17:26.976] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/gui/screens/Screen (java.lang.RuntimeException: Attempted to load class net/minecraft/client/gui/screens/Screen for invalid dist DEDICATED_SERVER)
[01Dec2024 04:17:26.976] [main/WARN] [mixin/]: @Mixin target net.minecraft.client.gui.screens.Screen was not found relics.mixins.json:ScreenMixin
[01Dec2024 04:17:28.424] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[01Dec2024 04:17:41.839] [main/WARN] [mixin/]: Mixin alexscaves.mixins.json:SwampHutPieceMixin has multiple constructors, (Lnet/minecraft/world/level/levelgen/structure/pieces/StructurePieceType;IIIIIILnet/minecraft/core/Direction;)V was selected

[01Dec2024 04:17:43.585] [modloading-worker-0/INFO] [com.jtorleonstudios.libraryferret.LibraryFerret/]: Initialize mod Library Ferret
[01Dec2024 04:17:43.614] [modloading-worker-0/INFO] [com.jtorleonstudios.libraryferret.LibraryFerret/]: Initialized mod Library Ferret
[01Dec2024 04:17:44.386] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[01Dec2024 04:17:44.387] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[01Dec2024 04:17:44.397] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[01Dec2024 04:17:44.399] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[01Dec2024 04:17:44.403] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[01Dec2024 04:17:44.406] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[01Dec2024 04:17:44.408] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[01Dec2024 04:17:44.411] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[01Dec2024 04:17:45.144] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.3.7, for MC 1.20.1 with MCP 20230612.114412
[01Dec2024 04:17:45.155] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.3.7 Initialized
[01Dec2024 04:17:47.749] [modloading-worker-0/INFO] [Collective/]: Loading Collective version 7.87.
[01Dec2024 04:17:48.973] [modloading-worker-0/INFO] [be.florens.expandability.ExpandAbility/]: ExpandAbility here, who dis?
[01Dec2024 04:17:55.102] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry forge:global_loot_modifier_serializers: The object RecordCodec[UnitDecoder[vectorwing.farmersdelight.common.loot.modifier.AddItemModifier$$Lambda/0x000075c175bfac80@3a4e78e] * Field[conditions: passthrough[flatXmapped]] * Field[item: net.minecraftforge.registries.ForgeRegistry$RegistryCodec@663fe242] * OptionalFieldCodec[count: Int][xmapped]] has been registered twice for the same name farmersdelight:add_item.
[01Dec2024 04:17:55.103] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry forge:global_loot_modifier_serializers: The object RecordCodec[UnitDecoder[vectorwing.farmersdelight.common.loot.modifier.ReplaceItemModifier$$Lambda/0x000075c175bfb798@44251a65] * Field[conditions: passthrough[flatXmapped]] * Field[removed_item: net.minecraftforge.registries.ForgeRegistry$RegistryCodec@663fe242] * Field[added_item: net.minecraftforge.registries.ForgeRegistry$RegistryCodec@663fe242] * OptionalFieldCodec[count: Int][xmapped]] has been registered twice for the same name farmersdelight:replace_item.
[01Dec2024 04:17:55.104] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry forge:global_loot_modifier_serializers: The object RecordCodec[UnitDecoder[vectorwing.farmersdelight.common.loot.modifier.AddLootTableModifier$$Lambda/0x000075c175bfbe50@568cb323] * Field[conditions: passthrough[flatXmapped]] * Field[lootTable: String[comapFlatMapped]]] has been registered twice for the same name farmersdelight:add_loot_table.
[01Dec2024 04:17:55.104] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry forge:global_loot_modifier_serializers: The object RecordCodec[UnitDecoder[vectorwing.farmersdelight.common.loot.modifier.PastrySlicingModifier$$Lambda/0x000075c175bfc4e8@72b0a6eb] * Field[conditions: passthrough[flatXmapped]] * Field[slice: net.minecraftforge.registries.ForgeRegistry$RegistryCodec@663fe242]] has been registered twice for the same name farmersdelight:pastry_slicing.
[01Dec2024 04:17:55.303] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class com.github.alexmodguy.alexscaves.server.entity.living.TremorzillaEntity from class com.github.alexmodguy.alexscaves.server.entity.living.LicowitchEntity
[01Dec2024 04:17:55.425] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/MSX_DDL/servidor_minecraft/config/weaponmaster_ydm-common.toml is not correct. Correcting
[01Dec2024 04:17:55.427] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options was corrected from null to its default, SimpleCommentedConfig:{}. 
[01Dec2024 04:17:55.427] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.hidetick was corrected from null to its default, 200. 
[01Dec2024 04:17:55.428] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.uniqueitems was corrected from null to its default, name,0,0,0,0,0,0,0,1. 
[01Dec2024 04:17:55.429] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.whitelist was corrected from null to its default, empty,totem_of_undying. 
[01Dec2024 04:17:55.429] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.blacklist was corrected from null to its default, empty. 
[01Dec2024 04:17:55.429] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s1 was corrected from null to its default, true. 
[01Dec2024 04:17:55.430] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s2 was corrected from null to its default, true. 
[01Dec2024 04:17:55.430] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s3 was corrected from null to its default, true. 
[01Dec2024 04:17:55.430] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s4 was corrected from null to its default, true. 
[01Dec2024 04:17:55.430] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s5 was corrected from null to its default, true. 
[01Dec2024 04:17:55.433] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s6 was corrected from null to its default, true. 
[01Dec2024 04:17:55.438] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s7 was corrected from null to its default, true. 
[01Dec2024 04:17:55.438] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s8 was corrected from null to its default, true. 
[01Dec2024 04:17:55.439] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.s9 was corrected from null to its default, true. 
[01Dec2024 04:17:55.439] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.shield was corrected from null to its default, true. 
[01Dec2024 04:17:55.439] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.banner was corrected from null to its default, true. 
[01Dec2024 04:17:55.439] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.main_hand was corrected from null to its default, false. 
[01Dec2024 04:17:55.439] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key model_options.off_hand was corrected from null to its default, false. 
